"p","label"
"http://orkg.org/orkg/predicate/P41238","Water overtone (nm)"
"http://orkg.org/orkg/predicate/P41239","Absorbed water (nm)"
"http://orkg.org/orkg/predicate/P41240","Users' engagement"
"http://orkg.org/orkg/predicate/P41242","Museum involved"
"http://orkg.org/orkg/predicate/P41243","Language of smart objects' description"
"http://orkg.org/orkg/predicate/P41245","Has user interaction modality"
"http://orkg.org/orkg/predicate/P41246","Has number of user interactions"
"http://orkg.org/orkg/predicate/P41247","Has number of perspectives"
"http://orkg.org/orkg/predicate/P41248","has pageviews"
"http://orkg.org/orkg/predicate/P41249","has subject domain"
"http://orkg.org/orkg/predicate/P41250","digtal resource observation length"
"http://orkg.org/orkg/predicate/P41251","museum collection"
"http://orkg.org/orkg/predicate/P41252","Data"
"http://orkg.org/orkg/predicate/P41253","has cross-border region"
"http://orkg.org/orkg/predicate/P41254","Data"
"http://orkg.org/orkg/predicate/P41255","Material"
"http://orkg.org/orkg/predicate/P41256","discusses method"
"http://orkg.org/orkg/predicate/P41257","has sources"
"http://orkg.org/orkg/predicate/P41258","type of contested heritage"
"http://orkg.org/orkg/predicate/P41259","has stakeholder"
"http://orkg.org/orkg/predicate/P41260","Material"
"http://orkg.org/orkg/predicate/P41261","Data"
"http://orkg.org/orkg/predicate/P41262","heritage site"
"http://orkg.org/orkg/predicate/P41263","materal"
"http://orkg.org/orkg/predicate/P41264","has communication channel"
"http://orkg.org/orkg/predicate/P41265","Illite"
"http://orkg.org/orkg/predicate/P41266","Muscovite"
"http://orkg.org/orkg/predicate/P41267","Link"
"http://orkg.org/orkg/predicate/P41268","Material"
"http://orkg.org/orkg/predicate/P41269","Process"
"http://orkg.org/orkg/predicate/P41270","Data architecture"
"http://orkg.org/orkg/predicate/P41271","Application architecture"
"http://orkg.org/orkg/predicate/P41272","Technology architecture"
"http://orkg.org/orkg/predicate/P41273","Natural environment"
"http://orkg.org/orkg/predicate/P41274","Built environment"
"http://orkg.org/orkg/predicate/P41275","Water and waste"
"http://orkg.org/orkg/predicate/P41276","Transport"
"http://orkg.org/orkg/predicate/P41277","Energy"
"http://orkg.org/orkg/predicate/P41278","Education, culture, innovation & science"
"http://orkg.org/orkg/predicate/P41279","Health, well-being & safety"
"http://orkg.org/orkg/predicate/P41280","Governance and citizen engagement"
"http://orkg.org/orkg/predicate/P41281","ICT"
"http://orkg.org/orkg/predicate/P41282","Material"
"http://orkg.org/orkg/predicate/P41283","has size of area to be renovated in sq.m."
"http://orkg.org/orkg/predicate/P41284","Technology type"
"http://orkg.org/orkg/predicate/P41285","Heater material"
"http://orkg.org/orkg/predicate/P41286","Working fluid"
"http://orkg.org/orkg/predicate/P41287","Bandwidth (Hz)"
"http://orkg.org/orkg/predicate/P41288","Power (mW)"
"http://orkg.org/orkg/predicate/P41289","Temperature sensor type"
"http://orkg.org/orkg/predicate/P41290","Resolution/ noise (mg)"
"http://orkg.org/orkg/predicate/P41291","Sensitivity (mV/g)"
"http://orkg.org/orkg/predicate/P41292","Linearity range (g)"
"http://orkg.org/orkg/predicate/P41294","has smart city instance"
"http://orkg.org/orkg/predicate/P41295","Data"
"http://orkg.org/orkg/predicate/P41296","Process"
"http://orkg.org/orkg/predicate/P41297","Process"
"http://orkg.org/orkg/predicate/P41298","Data"
"http://orkg.org/orkg/predicate/P41299","has a stage"
"http://orkg.org/orkg/predicate/P41300","has a subject domain"
"http://orkg.org/orkg/predicate/P41301","Data"
"http://orkg.org/orkg/predicate/P41302","Material"
"http://orkg.org/orkg/predicate/P41303","Material"
"http://orkg.org/orkg/predicate/P41304","Data"
"http://orkg.org/orkg/predicate/P41305","Method"
"http://orkg.org/orkg/predicate/P41306","has dubject domain"
"http://orkg.org/orkg/predicate/P41307","Material"
"http://orkg.org/orkg/predicate/P41308","Data"
"http://orkg.org/orkg/predicate/P41309","has mentors"
"http://orkg.org/orkg/predicate/P41310","has research domain"
"http://orkg.org/orkg/predicate/P41311","Data"
"http://orkg.org/orkg/predicate/P41312","Process"
"http://orkg.org/orkg/predicate/P41314","Unit of the particle size of nanoparticle"
"http://orkg.org/orkg/predicate/P41315","Colitis model"
"http://orkg.org/orkg/predicate/P41316","performance title"
"http://orkg.org/orkg/predicate/P41317","dance group"
"http://orkg.org/orkg/predicate/P41318","Has evaluation task"
"http://orkg.org/orkg/predicate/P41319","Terms learning"
"http://orkg.org/orkg/predicate/P41320","Axiom learning"
"http://orkg.org/orkg/predicate/P41321","Properties learning"
"http://orkg.org/orkg/predicate/P41322","Properties hierarchy learning"
"http://orkg.org/orkg/predicate/P41324","Class hierarchy learning"
"http://orkg.org/orkg/predicate/P41325","Learning method"
"http://orkg.org/orkg/predicate/P41326","Relationship learning"
"http://orkg.org/orkg/predicate/P41327","Learning tool"
"http://orkg.org/orkg/predicate/P41328","Implemented framework"
"http://orkg.org/orkg/predicate/P41329","Expressivity"
"http://orkg.org/orkg/predicate/P41330","Application site"
"http://orkg.org/orkg/predicate/P41331","RDBM name"
"http://orkg.org/orkg/predicate/P41332","OWL type"
"http://orkg.org/orkg/predicate/P41333","Integrity constraints"
"http://orkg.org/orkg/predicate/P41334","Existing ontologies"
"http://orkg.org/orkg/predicate/P41335","Field data"
"http://orkg.org/orkg/predicate/P41336","Goethite (nm)"
"http://orkg.org/orkg/predicate/P41337","Gibbsite (nm)"
"http://orkg.org/orkg/predicate/P41338","Bauxite dominant laterite bauxite (nm)"
"http://orkg.org/orkg/predicate/P41339","Band ratio"
"http://orkg.org/orkg/predicate/P41340","Amphibolite (nm)"
"http://orkg.org/orkg/predicate/P41341","Anorthosites (nm)"
"http://orkg.org/orkg/predicate/P41342","Charnockite (nm)"
"http://orkg.org/orkg/predicate/P41343","Pink Magmatite (nm)"
"http://orkg.org/orkg/predicate/P41344","Hornblende biotite gneiss  (nm)"
"http://orkg.org/orkg/predicate/P41345","Granite (nm)"
"http://orkg.org/orkg/predicate/P41346","Fluvial (nm)"
"http://orkg.org/orkg/predicate/P41347","Phyllosilicates (nm)"
"http://orkg.org/orkg/predicate/P41348","Fe-OH bearing minerals (nm)"
"http://orkg.org/orkg/predicate/P41349","Mg-OH bearing minerals (nm)"
"http://orkg.org/orkg/predicate/P41350","Limestone (nm)"
"http://orkg.org/orkg/predicate/P41351","Magnetite quartzite  (nm)"
"http://orkg.org/orkg/predicate/P41352","Garnetiferrous pyroxene granulite  (nm)"
"http://orkg.org/orkg/predicate/P41353","Garnetiferrous pyroxene granulite (nm)"
"http://orkg.org/orkg/predicate/P41354","Magnetite (ferric ion) (nm)"
"http://orkg.org/orkg/predicate/P41355","Magnetite (ferric iron) (nm)"
"http://orkg.org/orkg/predicate/P41356","Dunite (nm)"
"http://orkg.org/orkg/predicate/P41357","Orthoclase (nm)"
"http://orkg.org/orkg/predicate/P41358","Biotite (nm)"
"http://orkg.org/orkg/predicate/P41359","Muscovite (nm)"
"http://orkg.org/orkg/predicate/P41360","Iron oxide (nm)"
"http://orkg.org/orkg/predicate/P41361","Country rocks (nm)"
"http://orkg.org/orkg/predicate/P41362","Uses Climate Scenario"
"http://orkg.org/orkg/predicate/P41364","Average Global End-Century Warming"
"http://orkg.org/orkg/predicate/P41365","Has Ensemble Size"
"http://orkg.org/orkg/predicate/P41366","Uses Climate Scenario"
"http://orkg.org/orkg/predicate/P41367","Average Global Mid-Century Warming"
"http://orkg.org/orkg/predicate/P41368","Average Global End-Century Warming"
"http://orkg.org/orkg/predicate/P41369","Has Ensemble Size"
"http://orkg.org/orkg/predicate/P41370","Uses Climate Scenario"
"http://orkg.org/orkg/predicate/P41371","Average Global Mid-Century Warming"
"http://orkg.org/orkg/predicate/P41372","Average Global End-Century Warming"
"http://orkg.org/orkg/predicate/P41373","Has Ensemble Size"
"http://orkg.org/orkg/predicate/P41374","Uses Climate Scenario"
"http://orkg.org/orkg/predicate/P41375","Average Global Mid-Century Warming"
"http://orkg.org/orkg/predicate/P41376","Average Global End-Century Warming"
"http://orkg.org/orkg/predicate/P41377","Has Ensemble Size"
"http://orkg.org/orkg/predicate/P41378","Coastal ocean sampling"
"http://orkg.org/orkg/predicate/P41379","Open ocean sampling"
"http://orkg.org/orkg/predicate/P41380","Sampling depth covered (m)"
"http://orkg.org/orkg/predicate/P41381","Lower limit (total N uptake)"
"http://orkg.org/orkg/predicate/P41382","Upper limit (total N uptake)"
"http://orkg.org/orkg/predicate/P41383","Uptake rate HAS_UNIT"
"http://orkg.org/orkg/predicate/P41384","Uptake unit is different in paper"
"http://orkg.org/orkg/predicate/P41385","Minerals mapped"
"http://orkg.org/orkg/predicate/P41386","Phyllite (nm)"
"http://orkg.org/orkg/predicate/P41387","Si-O (nm)"
"http://orkg.org/orkg/predicate/P41388","Alunite (Opalized rock) (nm)"
"http://orkg.org/orkg/predicate/P41389","Opalized rock (nm)"
"http://orkg.org/orkg/predicate/P41390","Argillized rock (nm)"
"http://orkg.org/orkg/predicate/P41391","Kaolinite ( Argillized rock) (nm)"
"http://orkg.org/orkg/predicate/P41392","Hematite (nm)"
"http://orkg.org/orkg/predicate/P41393","Silicified rock (Si-O) (nm)"
"http://orkg.org/orkg/predicate/P41394","Phyllite (Si-O) (nm)"
"http://orkg.org/orkg/predicate/P41395","Buddingtonite (nm)"
"http://orkg.org/orkg/predicate/P41396","Calcite (nm)"
"http://orkg.org/orkg/predicate/P41397","Si-O-H (nm)"
"http://orkg.org/orkg/predicate/P41398","Playa (nm)"
"http://orkg.org/orkg/predicate/P41399","Tuff (nm)"
"http://orkg.org/orkg/predicate/P41400","illite (nm)"
"http://orkg.org/orkg/predicate/P41401","Chlorite (nm)"
"http://orkg.org/orkg/predicate/P41402","Carbonate (nm)"
"http://orkg.org/orkg/predicate/P41403","Clay minerls (nm)"
"http://orkg.org/orkg/predicate/P41404","Field instrument"
"http://orkg.org/orkg/predicate/P41405","Field work"
"http://orkg.org/orkg/predicate/P41406","Quartz (nm)"
"http://orkg.org/orkg/predicate/P41407","Actinol (nm)"
"http://orkg.org/orkg/predicate/P41408","Jarosite (nm)"
"http://orkg.org/orkg/predicate/P41409","Pigeonite (nm)"
"http://orkg.org/orkg/predicate/P41410","Augite (nm)"
"http://orkg.org/orkg/predicate/P41411","Albite (nm)"
"http://orkg.org/orkg/predicate/P41412","Mirabilite (nm)"
"http://orkg.org/orkg/predicate/P41413","Salt (nm)"
"http://orkg.org/orkg/predicate/P41414","Scolecite (nm)"
"http://orkg.org/orkg/predicate/P41415","Gray hematite (nm)"
"http://orkg.org/orkg/predicate/P41416","Banded Hematite Quartz (BHQ) (nm)"
"http://orkg.org/orkg/predicate/P41417","Blue hematite (nm)"
"http://orkg.org/orkg/predicate/P41418","Laminated ore (nm)"
"http://orkg.org/orkg/predicate/P41419","Lateritic ore (nm)"
"http://orkg.org/orkg/predicate/P41420","Geothite (nm)"
"http://orkg.org/orkg/predicate/P41421","OH (nm)"
"http://orkg.org/orkg/predicate/P41422","Al-OH (nm)"
"http://orkg.org/orkg/predicate/P41423","H2O (nm)"
"http://orkg.org/orkg/predicate/P41424","Greyish brown loam (nm)"
"http://orkg.org/orkg/predicate/P41425","Kaosmec altered mineral (nm)"
"http://orkg.org/orkg/predicate/P41426","Dolomite (nm)"
"http://orkg.org/orkg/predicate/P41427","Phlogopite (nm)"
"http://orkg.org/orkg/predicate/P41428","L1-L2 pairs"
"http://orkg.org/orkg/predicate/P41429","Language Genus"
"http://orkg.org/orkg/predicate/P41430","Consumption and income "
"http://orkg.org/orkg/predicate/P41431","Land and ecosystems"
"http://orkg.org/orkg/predicate/P41432","Air quality"
"http://orkg.org/orkg/predicate/P41433","Energy resources"
"http://orkg.org/orkg/predicate/P41434","Mineral resources"
"http://orkg.org/orkg/predicate/P41435","Financial capital"
"http://orkg.org/orkg/predicate/P41436","Labour"
"http://orkg.org/orkg/predicate/P41437","Climate"
"http://orkg.org/orkg/predicate/P41438","Physical capital"
"http://orkg.org/orkg/predicate/P41439","Leisure"
"http://orkg.org/orkg/predicate/P41440","Institutions"
"http://orkg.org/orkg/predicate/P41441","Trust"
"http://orkg.org/orkg/predicate/P41442","Physical safety"
"http://orkg.org/orkg/predicate/P41443","Subjective well-being"
"http://orkg.org/orkg/predicate/P41444","Nutrition"
"http://orkg.org/orkg/predicate/P41445","Knowledge capital"
"http://orkg.org/orkg/predicate/P41446","Thickness of the dielectric layer (microns)"
"http://orkg.org/orkg/predicate/P41447","Relative dielectric constant"
"http://orkg.org/orkg/predicate/P41448"," Apparent capacitance - Ca (pF)"
"http://orkg.org/orkg/predicate/P41449","Real down-state capacitance - Cr (pF)"
"http://orkg.org/orkg/predicate/P41450","Capacitances ratio (Cr/ Ca)"
"http://orkg.org/orkg/predicate/P41451","Contact area  (microns2)"
"http://orkg.org/orkg/predicate/P41452"," MEMS switch type"
"http://orkg.org/orkg/predicate/P41453","Structures and organisations"
"http://orkg.org/orkg/predicate/P41454","Processes"
"http://orkg.org/orkg/predicate/P41455","Roles and responsibilities"
"http://orkg.org/orkg/predicate/P41456","Technology and data"
"http://orkg.org/orkg/predicate/P41457","Legislation and policies"
"http://orkg.org/orkg/predicate/P41458","Exchange arragements"
"http://orkg.org/orkg/predicate/P41460","Aggregate-based measures"
"http://orkg.org/orkg/predicate/P41461","Component-based measures"
"http://orkg.org/orkg/predicate/P41462","Substantive outputs"
"http://orkg.org/orkg/predicate/P41463","Procedural changes"
"http://orkg.org/orkg/predicate/P41464","Degree of autonomy"
"http://orkg.org/orkg/predicate/P41465","Local conditions"
"http://orkg.org/orkg/predicate/P41466","Total N uptake (lower limit) (summer monsoon)"
"http://orkg.org/orkg/predicate/P41467","Total N uptake (upper limit) (summer monsoon)"
"http://orkg.org/orkg/predicate/P41468","Uptake rate unit"
"http://orkg.org/orkg/predicate/P41469","Mixed layer depth (meter) (lower limit)"
"http://orkg.org/orkg/predicate/P41470","Mixed layer depth (meter) (upper limit)"
"http://orkg.org/orkg/predicate/P41471","Uptake rate unit is different in paper"
"http://orkg.org/orkg/predicate/P41472","NO3 uptake (lower limit) (fall inter-monsoon)"
"http://orkg.org/orkg/predicate/P41473","NO3 uptake (upper limit) (fall inter-monsoon)"
"http://orkg.org/orkg/predicate/P41474","NH4 uptake (lower limit) (fall inter-monsoon)"
"http://orkg.org/orkg/predicate/P41475","NH4 uptake (upper limit) (fall inter-monsoon)"
"http://orkg.org/orkg/predicate/P41476","Urea uptake (lower limit) (fall inter-monsoon)"
"http://orkg.org/orkg/predicate/P41477","Urea uptake (upper limit) (fall inter- monsoon)"
"http://orkg.org/orkg/predicate/P41478","Total N uptake (lower limit) (fall inter-monsoon)"
"http://orkg.org/orkg/predicate/P41479","Total N uptake (upper limit) (fall inter-monsoon)"
"http://orkg.org/orkg/predicate/P41480","NO3 uptake (lower limit) (winter monsoon)"
"http://orkg.org/orkg/predicate/P41481","NO3 uptake (upper limit) (winter monsoon)"
"http://orkg.org/orkg/predicate/P41482","NH4 uptake (lower limit) (winter monsoon)"
"http://orkg.org/orkg/predicate/P41483","NH4 uptake (upper limit) (winter monsoon)"
"http://orkg.org/orkg/predicate/P41484","Total N uptake (lower limit) (winter monsoon)"
"http://orkg.org/orkg/predicate/P41485","Total N uptake (upper limit) (winter monsoon)"
"http://orkg.org/orkg/predicate/P41486","NO3 uptake (lower limit) (spring inter-monsoon)"
"http://orkg.org/orkg/predicate/P41487","NO3 uptake (lower limit) (summer monsoon)"
"http://orkg.org/orkg/predicate/P41488","NO3 uptake (upper limit) (spring inter-monsoon)"
"http://orkg.org/orkg/predicate/P41489","NO3 uptake (upper limit) (summer monsoon)"
"http://orkg.org/orkg/predicate/P41490","NH4 uptake (lower limit) (spring inter-monsoon)"
"http://orkg.org/orkg/predicate/P41491","NH4 uptake (lower limit) (summer monsoon)"
"http://orkg.org/orkg/predicate/P41492","NH4 uptake (upper limit) (spring inter-monsoon)"
"http://orkg.org/orkg/predicate/P41493","NH4 uptake (upper limit) (summer monsoon)"
"http://orkg.org/orkg/predicate/P41494","Urea uptake (lower limit) (spring inter-monsoon)"
"http://orkg.org/orkg/predicate/P41495","Urea uptake (lower limit) (summer monsoon)"
"http://orkg.org/orkg/predicate/P41496","Urea uptake (upper limit) (spring inter-monsoon)"
"http://orkg.org/orkg/predicate/P41497","Urea uptake (upper limit) (summer monsoon)"
"http://orkg.org/orkg/predicate/P41498","Total N uptake (lower limit) (spring inter-monsoon)"
"http://orkg.org/orkg/predicate/P41499","Total N uptake (upper limit) (spring inter-monsoon)"
"http://orkg.org/orkg/predicate/P41500","Sea surface temperature (degree Celsius) (lower limit)"
"http://orkg.org/orkg/predicate/P41501","Sea surface temperature (degree Celsius) (upper limit)"
"http://orkg.org/orkg/predicate/P41502","Sea surface salinity (lower limit)"
"http://orkg.org/orkg/predicate/P41503","Sea surface salinity (upper limit)"
"http://orkg.org/orkg/predicate/P41504","Remark"
"http://orkg.org/orkg/predicate/P41505","NO3 uptake (lower limit) (austral summer)"
"http://orkg.org/orkg/predicate/P41506","NO3 uptake (upper limit) (austral summer)"
"http://orkg.org/orkg/predicate/P41507","NH4 uptake (lower limit) (austral summer)"
"http://orkg.org/orkg/predicate/P41508","NH4 uptake (upper limit) (austral summer)"
"http://orkg.org/orkg/predicate/P41509","Total N uptake (lower limit) (austral summer)"
"http://orkg.org/orkg/predicate/P41510","Total N uptake (upper limit) (austral summer)"
"http://orkg.org/orkg/predicate/P41511","Sampling depth (meter) (lower limit)"
"http://orkg.org/orkg/predicate/P41512","Sampling depth (meter) (upper limit)"
"http://orkg.org/orkg/predicate/P41513","Average N2 fixation rate"
"http://orkg.org/orkg/predicate/P41514","Average N2 fixation rate unit"
"http://orkg.org/orkg/predicate/P41515","Depth integrated N2 fixation rate (lower limit)"
"http://orkg.org/orkg/predicate/P41516","Depth integrated N2 fixation rate (upper limit)"
"http://orkg.org/orkg/predicate/P41517","Depth integrated N2 fixation rate unit"
"http://orkg.org/orkg/predicate/P41518","Volumetric N2 fixation rate (lower limit)"
"http://orkg.org/orkg/predicate/P41519","Volumetric N2 fixation rate (upper limit)"
"http://orkg.org/orkg/predicate/P41520","Volumetric N2 fixation rate unit"
"http://orkg.org/orkg/predicate/P41521","Average N2 fixation rate (summer)"
"http://orkg.org/orkg/predicate/P41522","Average N2 fixation rate (spring)"
"http://orkg.org/orkg/predicate/P41523","N2 fixation rate unit is different in paper"
"http://orkg.org/orkg/predicate/P41524","Type of nanoparticles"
"http://orkg.org/orkg/predicate/P41525","Mechanism of Antiviral Action"
"http://orkg.org/orkg/predicate/P41526","vuvspec_irradiance"
"http://orkg.org/orkg/predicate/P41527","Unit_vuvspec_irradiance"
"http://orkg.org/orkg/predicate/P41528","Pressure"
"http://orkg.org/orkg/predicate/P41529","Unit_pressure"
"http://orkg.org/orkg/predicate/P41530","Developed at"
"http://orkg.org/orkg/predicate/P41531","Developed by"
"http://orkg.org/orkg/predicate/P41532","Evaluation metrics"
"http://orkg.org/orkg/predicate/P41533","has novel approach"
"http://orkg.org/orkg/predicate/P41534","Outcome"
"http://orkg.org/orkg/predicate/P41535","Impact"
"http://orkg.org/orkg/predicate/P41536","Hard smartness"
"http://orkg.org/orkg/predicate/P41537","Soft smartness "
"http://orkg.org/orkg/predicate/P41538","Total participants"
"http://orkg.org/orkg/predicate/P41540","Other resources"
"http://orkg.org/orkg/predicate/P41541","as"
"http://orkg.org/orkg/predicate/P41543","Spectral_lines"
"http://orkg.org/orkg/predicate/P41545","Target gas"
"http://orkg.org/orkg/predicate/P41547","Target gas concentration (ppm)"
"http://orkg.org/orkg/predicate/P41549","Response (%)"
"http://orkg.org/orkg/predicate/P41550","Response time (s)"
"http://orkg.org/orkg/predicate/P41551","Recovery time (s)"
"http://orkg.org/orkg/predicate/P41552","Nanomaterial"
"http://orkg.org/orkg/predicate/P41553","vuvspec_irradiance [Ar I, Ar II]"
"http://orkg.org/orkg/predicate/P41554","vuvspec_irradiance [Al I, Al II, C$$_x$$F$$_y$$, Ne,I, Xe I, He I]"
"http://orkg.org/orkg/predicate/P41555","vuvspec_irradiance [H I,H$$_2$$N I,N$$_2$$,O I]"
"http://orkg.org/orkg/predicate/P41556","Minimum temperature (C)"
"http://orkg.org/orkg/predicate/P41557","Maximum temperature (C)"
"http://orkg.org/orkg/predicate/P41558","Has a unit"
"http://orkg.org/orkg/predicate/P41559","has composite indicator"
"http://orkg.org/orkg/predicate/P41561","Components of smart city governance"
"http://orkg.org/orkg/predicate/P41566","published by"
"http://orkg.org/orkg/predicate/P41567","Number of identified species with current taxonomy"
"http://orkg.org/orkg/predicate/P41568","Geographic scale (Km²)"
"http://orkg.org/orkg/predicate/P41569","Film thickness (nm)"
"http://orkg.org/orkg/predicate/P41570","Film orientation"
"http://orkg.org/orkg/predicate/P41571","Surface roughness (nm)"
"http://orkg.org/orkg/predicate/P41572","Components of the smart city governance_Stakeholders"
"http://orkg.org/orkg/predicate/P41573","Components of the smart city governance_Structures and organisations"
"http://orkg.org/orkg/predicate/P41574","Components of the smart city governance_Processes"
"http://orkg.org/orkg/predicate/P41575","Components of the smart city governance_Roles and responsibilities"
"http://orkg.org/orkg/predicate/P41576","Components of the smart city governance_Technology and data"
"http://orkg.org/orkg/predicate/P41577","Components of the smart city governance_Legislation and policies"
"http://orkg.org/orkg/predicate/P41578","Components of the smart city governance_Exchange arragements"
"http://orkg.org/orkg/predicate/P41579","Measurements_Aggregate-based measures"
"http://orkg.org/orkg/predicate/P41580","Measurements_Component-based measures"
"http://orkg.org/orkg/predicate/P41581","Contextual factors_Degree of autonomy"
"http://orkg.org/orkg/predicate/P41582","Contextual factors_Local conditions"
"http://orkg.org/orkg/predicate/P41583","Outcomes_Substantive outputs"
"http://orkg.org/orkg/predicate/P41584","Outcomes_Procedural changes"
"http://orkg.org/orkg/predicate/P41585","Registry Established Year"
"http://orkg.org/orkg/predicate/P41586","Executive"
"http://orkg.org/orkg/predicate/P41587","IS Electronic Health Record-based"
"http://orkg.org/orkg/predicate/P41589","Readout"
"http://orkg.org/orkg/predicate/P41590","Temporal character"
"http://orkg.org/orkg/predicate/P41591","Self-referencing"
"http://orkg.org/orkg/predicate/P41592","Patient cohort "
"http://orkg.org/orkg/predicate/P41593","Sensitivity CAD-System"
"http://orkg.org/orkg/predicate/P41594","Specificity CAD-System "
"http://orkg.org/orkg/predicate/P41595","Sensitivity Radiologist"
"http://orkg.org/orkg/predicate/P41596","Specificity Radiologist"
"http://orkg.org/orkg/predicate/P41598","AUC without AI "
"http://orkg.org/orkg/predicate/P41599","AUC with AI "
"http://orkg.org/orkg/predicate/P41600","Imaging modality "
"http://orkg.org/orkg/predicate/P41601","Chemical group"
"http://orkg.org/orkg/predicate/P41603","AUC (with artificial intelligence)"
"http://orkg.org/orkg/predicate/P41604","95% confidence interval (without AI)"
"http://orkg.org/orkg/predicate/P41605","95% confidence interval (with AI)"
"http://orkg.org/orkg/predicate/P41606","Ratiometric"
"http://orkg.org/orkg/predicate/P41607","Vaccine Name"
"http://orkg.org/orkg/predicate/P41608","Target antigen"
"http://orkg.org/orkg/predicate/P41609","Delivery Vehicle"
"http://orkg.org/orkg/predicate/P41610","Delivery Route"
"http://orkg.org/orkg/predicate/P41611","Phase"
"http://orkg.org/orkg/predicate/P41612","Related work"
"http://orkg.org/orkg/predicate/P41613","Link to research paper"
"http://orkg.org/orkg/predicate/P41614","Taxonomic learning"
"http://orkg.org/orkg/predicate/P41615","Validation tool"
"http://orkg.org/orkg/predicate/P41633","SKOS ontology"
"http://orkg.org/orkg/predicate/P41634","VANN ontology"
"http://orkg.org/orkg/predicate/P41635","dc ontology"
"http://orkg.org/orkg/predicate/P41637","Goodrelations ontology"
"http://orkg.org/orkg/predicate/P41638","om ontology"
"http://orkg.org/orkg/predicate/P41639","oldssn ontology"
"http://orkg.org/orkg/predicate/P41640","ucum ontology"
"http://orkg.org/orkg/predicate/P41641","muo ontology"
"http://orkg.org/orkg/predicate/P41642","qu ontology"
"http://orkg.org/orkg/predicate/P41643","QUDT ontology"
"http://orkg.org/orkg/predicate/P41644","Geonames ontology"
"http://orkg.org/orkg/predicate/P41645","GeoSPARQL ontology"
"http://orkg.org/orkg/predicate/P41646","Geo ontology"
"http://orkg.org/orkg/predicate/P41647","Timezone ontology"
"http://orkg.org/orkg/predicate/P41648","Timeline ontology"
"http://orkg.org/orkg/predicate/P41649","OWL-Time ontology"
"http://orkg.org/orkg/predicate/P41650","Dcterms ontology"
"http://orkg.org/orkg/predicate/P41651","FOAF ontology"
"http://orkg.org/orkg/predicate/P41652","prov ontology"
"http://orkg.org/orkg/predicate/P41653","Schema ontology"
"http://orkg.org/orkg/predicate/P41654","DUL ontology"
"http://orkg.org/orkg/predicate/P41655","Training corpus"
"http://orkg.org/orkg/predicate/P41656","Testing corpus"
"http://orkg.org/orkg/predicate/P41659","Sensors"
"http://orkg.org/orkg/predicate/P41660","Fieldwork"
"http://orkg.org/orkg/predicate/P41661","Outcomes"
"http://orkg.org/orkg/predicate/P41662","Techniques/Analysis"
"http://orkg.org/orkg/predicate/P41663","Ontology ID"
"http://orkg.org/orkg/predicate/P41666","Ontologies which have been used as referenced"
"http://orkg.org/orkg/predicate/P41667","Ontologies which have been used as imported"
"http://orkg.org/orkg/predicate/P41668","Ontologies which have been used as referenced as metadata"
"http://orkg.org/orkg/predicate/P41669","Gauge Factor (GF)"
"http://orkg.org/orkg/predicate/P41670","Strain range (%)"
"http://orkg.org/orkg/predicate/P41671","Nanomaterials"
"http://orkg.org/orkg/predicate/P41673","limit of detection (mM)"
"http://orkg.org/orkg/predicate/P41674","Sensor Measurements"
"http://orkg.org/orkg/predicate/P41675","Minerals in consideration"
"http://orkg.org/orkg/predicate/P41676","Instruments"
"http://orkg.org/orkg/predicate/P41677","Raman laser used"
"http://orkg.org/orkg/predicate/P41678","Orthosilicate"
"http://orkg.org/orkg/predicate/P41679","silicate glasses"
"http://orkg.org/orkg/predicate/P41680","symmterical alumina tetrahedral network"
"http://orkg.org/orkg/predicate/P41681","[AlO4]-"
"http://orkg.org/orkg/predicate/P41682","Si-O-Si symmetric stretching"
"http://orkg.org/orkg/predicate/P41683","Antisymmetric Si-O stretching"
"http://orkg.org/orkg/predicate/P41684","Antisymmetric Mg-OH translation"
"http://orkg.org/orkg/predicate/P41685","Symmetric Mg-OH vibration"
"http://orkg.org/orkg/predicate/P41686","Supplements"
"http://orkg.org/orkg/predicate/P41687","Si-O-Si bending"
"http://orkg.org/orkg/predicate/P41688","Si-O-Si translation"
"http://orkg.org/orkg/predicate/P41689","Clinohumite"
"http://orkg.org/orkg/predicate/P41690","Ti-Clinohumite"
"http://orkg.org/orkg/predicate/P41691","two-layer chondrodite"
"http://orkg.org/orkg/predicate/P41692","sonolite"
"http://orkg.org/orkg/predicate/P41693","silicate norbergite"
"http://orkg.org/orkg/predicate/P41694","Mg2SiO4"
"http://orkg.org/orkg/predicate/P41696","BO stretching vibrations"
"http://orkg.org/orkg/predicate/P41697","SiO apical stretching"
"http://orkg.org/orkg/predicate/P41698","ferroaxinite"
"http://orkg.org/orkg/predicate/P41699","OBO bending"
"http://orkg.org/orkg/predicate/P41700","ferroaxinite (FeO)"
"http://orkg.org/orkg/predicate/P41701","ferroaxinite (OH)"
"http://orkg.org/orkg/predicate/P41702","Joaquinite (OH)"
"http://orkg.org/orkg/predicate/P41703","Hypothesis type"
"http://orkg.org/orkg/predicate/P41704","Social-ecological processes"
"http://orkg.org/orkg/predicate/P41705","Focal entity"
"http://orkg.org/orkg/predicate/P41706","Behavioral traits"
"http://orkg.org/orkg/predicate/P41707","Phenological traits"
"http://orkg.org/orkg/predicate/P41708","Life history traits"
"http://orkg.org/orkg/predicate/P41709","Other Species Traits"
"http://orkg.org/orkg/predicate/P41710","Trait evolution"
